model_name,case_id,repeat_id,dataset,prediction,confidence,ground_truth,n_judge_opinions
openrouter/meta-llama/llama-3.1-8b-instruct,24,1,nlsy97,YES,85.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,24,2,nlsy97,NO,80.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,24,3,nlsy97,YES,75.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,25,1,nlsy97,YES,80.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,25,2,nlsy97,YES,65.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,25,3,nlsy97,NO,70.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,26,1,nlsy97,YES,80.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,26,2,nlsy97,YES,72.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,26,3,nlsy97,YES,85.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,27,1,nlsy97,YES,85.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,27,2,nlsy97,YES,75.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,27,3,nlsy97,YES,75.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,28,1,nlsy97,YES,80.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,28,2,nlsy97,NO,60.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,28,3,nlsy97,YES,75.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,29,1,nlsy97,YES,60.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,29,2,nlsy97,NO,78.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,29,3,nlsy97,YES,75.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,2,1,nlsy97,YES,70.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,2,2,nlsy97,NO,60.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,2,3,nlsy97,YES,80.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,30,1,nlsy97,YES,75.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,30,2,nlsy97,YES,75.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,30,3,nlsy97,YES,75.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,31,1,nlsy97,NO,70.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,31,2,nlsy97,NO,85.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,31,3,nlsy97,YES,70.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,32,1,nlsy97,YES,75.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,32,2,nlsy97,YES,70.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,32,3,nlsy97,YES,60.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,33,1,nlsy97,NO,70.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,33,2,nlsy97,YES,60.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,33,3,nlsy97,YES,70.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,34,1,nlsy97,YES,85.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,34,2,nlsy97,YES,70.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,34,3,nlsy97,YES,72.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,35,1,nlsy97,YES,70.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,35,2,nlsy97,YES,75.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,35,3,nlsy97,NO,70.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,36,1,nlsy97,YES,70.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,36,2,nlsy97,NO,60.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,36,3,nlsy97,NO,60.0,False,5
openrouter/meta-llama/llama-3.1-8b-instruct,37,1,nlsy97,YES,70.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,37,2,nlsy97,NO,70.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,37,3,nlsy97,YES,75.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,38,1,nlsy97,YES,80.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,38,2,nlsy97,NO,80.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,38,3,nlsy97,YES,80.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,39,1,nlsy97,YES,85.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,39,2,nlsy97,NO,70.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,39,3,nlsy97,NO,60.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,3,1,nlsy97,YES,85.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,3,2,nlsy97,YES,70.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,3,3,nlsy97,YES,75.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,40,1,nlsy97,NO,70.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,40,2,nlsy97,YES,80.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,40,3,nlsy97,NO,72.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,41,1,nlsy97,YES,80.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,41,2,nlsy97,NO,70.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,41,3,nlsy97,NO,75.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,42,1,nlsy97,NO,60.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,42,2,nlsy97,NO,75.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,42,3,nlsy97,YES,85.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,43,1,nlsy97,NO,70.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,43,2,nlsy97,YES,72.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,43,3,nlsy97,NO,80.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,44,1,nlsy97,NO,70.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,44,2,nlsy97,YES,70.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,44,3,nlsy97,YES,75.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,45,1,nlsy97,YES,80.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,45,2,nlsy97,YES,85.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,45,3,nlsy97,YES,85.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,46,1,nlsy97,YES,75.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,46,2,nlsy97,YES,85.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,46,3,nlsy97,YES,70.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,47,1,nlsy97,YES,70.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,47,2,nlsy97,NO,65.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,47,3,nlsy97,YES,60.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,48,1,nlsy97,NO,70.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,48,2,nlsy97,YES,85.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,48,3,nlsy97,NO,70.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,49,1,nlsy97,YES,70.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,49,2,nlsy97,YES,60.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,49,3,nlsy97,NO,60.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,4,1,nlsy97,NO,85.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,4,2,nlsy97,YES,80.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,4,3,nlsy97,YES,70.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,50,1,nlsy97,NO,60.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,50,2,nlsy97,YES,82.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,50,3,nlsy97,YES,75.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,51,1,nlsy97,NO,70.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,51,2,nlsy97,NO,80.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,51,3,nlsy97,NO,75.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,52,1,nlsy97,NO,60.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,52,2,nlsy97,NO,70.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,52,3,nlsy97,NO,75.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,53,1,nlsy97,YES,75.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,53,2,nlsy97,NO,70.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,53,3,nlsy97,YES,70.0,False,5
openrouter/meta-llama/llama-3.1-8b-instruct,54,1,nlsy97,YES,72.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,54,2,nlsy97,YES,75.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,54,3,nlsy97,YES,75.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,55,1,nlsy97,YES,80.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,55,2,nlsy97,YES,80.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,55,3,nlsy97,YES,80.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,56,1,nlsy97,YES,60.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,56,2,nlsy97,NO,60.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,56,3,nlsy97,YES,70.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,57,1,nlsy97,YES,80.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,57,2,nlsy97,YES,80.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,57,3,nlsy97,YES,65.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,58,1,nlsy97,YES,85.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,58,2,nlsy97,YES,80.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,58,3,nlsy97,YES,85.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,59,1,nlsy97,YES,80.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,59,2,nlsy97,NO,70.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,59,3,nlsy97,NO,60.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,5,1,nlsy97,NO,70.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,5,2,nlsy97,YES,70.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,5,3,nlsy97,NO,80.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,60,1,nlsy97,YES,75.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,60,2,nlsy97,YES,85.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,60,3,nlsy97,NO,60.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,61,1,nlsy97,NO,60.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,61,2,nlsy97,YES,65.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,61,3,nlsy97,YES,70.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,62,1,nlsy97,YES,75.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,62,2,nlsy97,NO,75.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,62,3,nlsy97,NO,55.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,63,1,nlsy97,YES,70.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,63,2,nlsy97,YES,80.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,63,3,nlsy97,YES,75.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,64,1,nlsy97,YES,80.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,64,2,nlsy97,YES,75.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,64,3,nlsy97,YES,75.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,65,1,nlsy97,YES,75.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,65,2,nlsy97,NO,70.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,65,3,nlsy97,YES,60.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,66,1,nlsy97,NO,60.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,66,2,nlsy97,YES,70.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,66,3,nlsy97,YES,80.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,67,1,nlsy97,YES,60.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,67,2,nlsy97,NO,60.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,67,3,nlsy97,NO,60.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,68,1,nlsy97,YES,80.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,68,2,nlsy97,YES,80.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,68,3,nlsy97,NO,60.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,69,1,nlsy97,YES,60.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,69,2,nlsy97,YES,75.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,69,3,nlsy97,YES,70.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,6,1,nlsy97,NO,80.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,6,2,nlsy97,YES,70.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,6,3,nlsy97,NO,70.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,70,1,nlsy97,NO,62.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,70,2,nlsy97,NO,60.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,70,3,nlsy97,YES,80.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,71,1,nlsy97,YES,85.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,71,2,nlsy97,YES,70.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,71,3,nlsy97,YES,80.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,72,1,nlsy97,YES,72.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,72,2,nlsy97,YES,75.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,72,3,nlsy97,NO,70.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,73,1,nlsy97,YES,75.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,73,2,nlsy97,NO,72.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,73,3,nlsy97,NO,65.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,74,1,nlsy97,NO,70.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,74,2,nlsy97,YES,60.0,False,5
openrouter/meta-llama/llama-3.1-8b-instruct,74,3,nlsy97,NO,60.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,75,1,nlsy97,YES,80.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,75,2,nlsy97,YES,85.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,75,3,nlsy97,YES,85.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,76,1,nlsy97,YES,85.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,76,2,nlsy97,NO,60.0,False,5
openrouter/meta-llama/llama-3.1-8b-instruct,76,3,nlsy97,NO,60.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,77,1,nlsy97,YES,70.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,77,2,nlsy97,YES,60.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,77,3,nlsy97,YES,85.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,78,1,nlsy97,NO,60.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,78,2,nlsy97,YES,72.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,78,3,nlsy97,YES,70.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,79,1,nlsy97,NO,70.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,79,2,nlsy97,YES,75.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,79,3,nlsy97,YES,85.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,7,1,nlsy97,YES,70.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,7,2,nlsy97,YES,80.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,7,3,nlsy97,NO,75.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,80,1,nlsy97,YES,70.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,80,2,nlsy97,YES,80.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,80,3,nlsy97,YES,70.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,81,1,nlsy97,YES,70.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,81,2,nlsy97,YES,70.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,81,3,nlsy97,NO,75.0,True,5
openrouter/meta-llama/llama-3.1-8b-instruct,82,1,nlsy97,YES,82.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,82,2,nlsy97,YES,70.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,82,3,nlsy97,YES,65.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,83,1,nlsy97,NO,85.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,83,2,nlsy97,NO,70.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,83,3,nlsy97,NO,75.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,84,1,nlsy97,YES,70.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,84,2,nlsy97,YES,75.0,True,5
openrouter/meta-llama/llama-3.1-8b-instruct,84,3,nlsy97,YES,60.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,85,1,nlsy97,YES,82.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,85,2,nlsy97,YES,85.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,85,3,nlsy97,YES,70.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,86,1,nlsy97,YES,85.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,86,2,nlsy97,NO,70.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,86,3,nlsy97,NO,70.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,87,1,nlsy97,NO,70.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,87,2,nlsy97,YES,80.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,87,3,nlsy97,NO,60.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,88,1,nlsy97,NO,60.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,88,2,nlsy97,NO,75.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,88,3,nlsy97,YES,80.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,89,1,nlsy97,NO,85.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,89,2,nlsy97,NO,75.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,89,3,nlsy97,NO,60.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,8,1,nlsy97,YES,75.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,8,2,nlsy97,YES,75.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,8,3,nlsy97,YES,85.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,90,1,nlsy97,YES,75.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,90,2,nlsy97,YES,70.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,90,3,nlsy97,YES,75.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,91,1,nlsy97,YES,85.0,False,5
openrouter/meta-llama/llama-3.1-8b-instruct,91,2,nlsy97,YES,80.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,91,3,nlsy97,YES,80.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,92,1,nlsy97,NO,60.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,92,2,nlsy97,YES,75.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,92,3,nlsy97,NO,75.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,93,1,nlsy97,NO,85.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,93,2,nlsy97,NO,80.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,93,3,nlsy97,NO,70.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,94,1,nlsy97,NO,60.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,94,2,nlsy97,NO,75.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,94,3,nlsy97,YES,75.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,95,1,nlsy97,YES,72.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,95,2,nlsy97,NO,80.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,95,3,nlsy97,YES,80.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,96,1,nlsy97,NO,60.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,96,2,nlsy97,YES,65.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,96,3,nlsy97,YES,80.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,97,1,nlsy97,YES,85.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,97,2,nlsy97,YES,70.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,97,3,nlsy97,YES,75.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,98,1,nlsy97,YES,70.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,98,2,nlsy97,YES,70.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,98,3,nlsy97,NO,75.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,99,1,nlsy97,YES,85.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,99,2,nlsy97,YES,80.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,99,3,nlsy97,YES,80.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,9,1,nlsy97,YES,85.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,9,2,nlsy97,YES,80.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,9,3,nlsy97,YES,80.0,False,6
openrouter/microsoft/phi-4,0,1,nlsy97,NO,75.0,True,6
openrouter/microsoft/phi-4,0,2,nlsy97,YES,75.0,True,6
openrouter/microsoft/phi-4,0,3,nlsy97,YES,80.0,True,6
openrouter/microsoft/phi-4,10,1,nlsy97,NO,65.0,False,6
openrouter/microsoft/phi-4,10,2,nlsy97,YES,70.0,False,6
openrouter/microsoft/phi-4,10,3,nlsy97,NO,75.0,False,6
openrouter/microsoft/phi-4,11,1,nlsy97,NO,70.0,False,6
openrouter/microsoft/phi-4,11,2,nlsy97,YES,75.0,False,6
openrouter/microsoft/phi-4,11,3,nlsy97,NO,65.0,False,6
openrouter/microsoft/phi-4,12,1,nlsy97,YES,65.0,False,6
openrouter/microsoft/phi-4,12,2,nlsy97,YES,70.0,False,6
openrouter/microsoft/phi-4,12,3,nlsy97,YES,85.0,False,6
openrouter/microsoft/phi-4,13,1,nlsy97,YES,75.0,False,6
openrouter/microsoft/phi-4,13,2,nlsy97,NO,70.0,False,6
openrouter/microsoft/phi-4,13,3,nlsy97,NO,70.0,False,6
openrouter/microsoft/phi-4,14,1,nlsy97,NO,75.0,True,6
openrouter/microsoft/phi-4,14,2,nlsy97,NO,75.0,True,6
openrouter/microsoft/phi-4,14,3,nlsy97,NO,70.0,True,6
openrouter/microsoft/phi-4,15,1,nlsy97,NO,65.0,False,6
openrouter/microsoft/phi-4,15,2,nlsy97,NO,85.0,False,6
openrouter/microsoft/phi-4,15,3,nlsy97,NO,85.0,False,6
openrouter/microsoft/phi-4,16,1,nlsy97,NO,75.0,False,6
openrouter/microsoft/phi-4,16,2,nlsy97,YES,85.0,False,6
openrouter/microsoft/phi-4,16,3,nlsy97,NO,75.0,False,6
openrouter/microsoft/phi-4,17,1,nlsy97,YES,75.0,False,6
openrouter/microsoft/phi-4,17,2,nlsy97,NO,70.0,False,6
openrouter/microsoft/phi-4,17,3,nlsy97,YES,75.0,False,6
openrouter/microsoft/phi-4,18,1,nlsy97,NO,75.0,False,6
openrouter/microsoft/phi-4,18,2,nlsy97,NO,70.0,False,6
openrouter/microsoft/phi-4,18,3,nlsy97,YES,60.0,False,6
openrouter/microsoft/phi-4,19,1,nlsy97,NO,70.0,False,6
openrouter/microsoft/phi-4,19,2,nlsy97,YES,70.0,False,6
openrouter/microsoft/phi-4,19,3,nlsy97,YES,75.0,False,6
openrouter/microsoft/phi-4,1,1,nlsy97,YES,75.0,False,6
openrouter/microsoft/phi-4,1,2,nlsy97,YES,75.0,False,6
openrouter/microsoft/phi-4,1,3,nlsy97,NO,75.0,False,6
openrouter/microsoft/phi-4,20,1,nlsy97,NO,65.0,True,6
openrouter/microsoft/phi-4,20,2,nlsy97,NO,75.0,True,6
openrouter/microsoft/phi-4,20,3,nlsy97,NO,75.0,True,6
openrouter/microsoft/phi-4,21,1,nlsy97,NO,75.0,True,6
openrouter/microsoft/phi-4,21,2,nlsy97,NO,75.0,True,6
openrouter/microsoft/phi-4,21,3,nlsy97,YES,75.0,True,6
openrouter/microsoft/phi-4,22,1,nlsy97,NO,70.0,False,6
openrouter/microsoft/phi-4,22,2,nlsy97,YES,85.0,False,6
openrouter/microsoft/phi-4,22,3,nlsy97,YES,75.0,False,6
openrouter/microsoft/phi-4,23,1,nlsy97,NO,70.0,True,6
openrouter/microsoft/phi-4,23,2,nlsy97,NO,65.0,True,6
openrouter/microsoft/phi-4,23,3,nlsy97,YES,75.0,True,6
openrouter/microsoft/phi-4,24,1,nlsy97,NO,70.0,False,6
openrouter/microsoft/phi-4,24,2,nlsy97,YES,70.0,False,6
openrouter/microsoft/phi-4,24,3,nlsy97,NO,85.0,False,6
openrouter/microsoft/phi-4,25,1,nlsy97,NO,70.0,True,6
openrouter/microsoft/phi-4,25,2,nlsy97,NO,75.0,True,6
openrouter/microsoft/phi-4,25,3,nlsy97,NO,75.0,True,6
openrouter/microsoft/phi-4,26,1,nlsy97,NO,70.0,False,6
openrouter/microsoft/phi-4,26,2,nlsy97,NO,75.0,False,6
openrouter/microsoft/phi-4,26,3,nlsy97,YES,75.0,False,6
openrouter/microsoft/phi-4,27,1,nlsy97,NO,75.0,False,6
openrouter/microsoft/phi-4,27,2,nlsy97,NO,85.0,False,6
openrouter/microsoft/phi-4,27,3,nlsy97,NO,60.0,False,6
openrouter/microsoft/phi-4,28,1,nlsy97,YES,70.0,True,6
openrouter/microsoft/phi-4,28,2,nlsy97,NO,60.0,True,6
openrouter/microsoft/phi-4,28,3,nlsy97,NO,75.0,True,6
openrouter/microsoft/phi-4,29,1,nlsy97,NO,78.0,False,6
openrouter/microsoft/phi-4,29,2,nlsy97,NO,75.0,False,6
